"","LEP","UHY","site","year"
"1401",0.0339188106496,0.0920184622853,"SU17",2011
"1402",NA,NA,"SU17",2012
"1403",NA,NA,"SU17",2013
"1404",0.0753385146135,0.133705240802,"SU18",1998
"1405",0.200476351942,NA,"SU18",1999
"1406",NA,0.0569534696364,"SU18",2000
"1407",NA,0.0908134253301,"SU18",2001
"1408",NA,0.1525625,"SU18",2002
"1409",0.179019122612,NA,"SU18",2003
"1410",0.876517390784,NA,"SU18",2004
"1411",0.193828388976,NA,"SU18",2005
"1412",0.788667709273,NA,"SU18",2006
"1413",NA,NA,"SU18",2007
"1414",NA,NA,"SU18",2008
"1415",NA,NA,"SU18",2009
"1416",NA,NA,"SU18",2010
"1417",NA,NA,"SU18",2011
"1418",NA,NA,"SU18",2012
"1419",NA,NA,"SU18",2013
"1420",0.0300508252147,0.124725141584,"SU19",1998
"1421",0.106213945712,NA,"SU19",1999
"1422",NA,NA,"SU19",2000
"1423",NA,0.0218889087297,"SU19",2001
"1424",NA,0.0351738361427,"SU19",2002
"1425",0.861089430651,NA,"SU19",2003
"1426",0.940610607871,NA,"SU19",2004
"1427",5.03815687495,NA,"SU19",2005
"1428",0.736459404615,NA,"SU19",2006
"1429",0.349782733768,NA,"SU19",2007
"1430",NA,NA,"SU19",2008
"1431",NA,NA,"SU19",2009
"1432",NA,NA,"SU19",2010
"1433",NA,NA,"SU19",2011
"1434",NA,NA,"SU19",2012
"1435",NA,NA,"SU19",2013
"1436",NA,NA,"SU20",1999
"1437",NA,NA,"SU20",2000
"1438",NA,NA,"SU20",2002
"1439",NA,NA,"SU20",2003
"1440",NA,NA,"SU20",2004
"1441",NA,NA,"SU20",2005
"1442",NA,NA,"SU20",2006
"1443",NA,NA,"SU20",2007
"1444",NA,NA,"SU20",2008
"1445",NA,NA,"SU20",2009
"1446",NA,NA,"SU20",2010
"1447",NA,NA,"SU20",2011
"1448",NA,NA,"SU20",2012
"1449",NA,NA,"SU20",2013
"1450",NA,NA,"SU21",1998
"1451",NA,NA,"SU21",2000
"1452",NA,NA,"SU21",2001
"1453",NA,NA,"SU21",2002
"1454",NA,NA,"SU21",2003
"1455",NA,NA,"SU21",2004
"1456",NA,NA,"SU21",2005
"1457",NA,NA,"SU21",2006
"1458",NA,NA,"SU21",2007
"1459",NA,NA,"SU21",2008
"1460",NA,NA,"SU21",2009
"1461",NA,NA,"SU21",2010
"1462",NA,NA,"SU21",2011
"1463",NA,NA,"SU21",2012
"1464",NA,NA,"SU21",2013
"1465",NA,NA,"SU22",1998
"1466",NA,NA,"SU22",1999
"1467",NA,NA,"SU22",2001
"1468",NA,NA,"SU22",2002
"1469",NA,NA,"SU22",2003
"1470",NA,NA,"SU22",2004
"1471",NA,NA,"SU22",2005
"1472",NA,NA,"SU22",2006
"1473",NA,NA,"SU22",2007
"1474",NA,NA,"SU22",2008
"1475",NA,NA,"SU22",2009
"1476",NA,NA,"SU22",2010
"1477",NA,NA,"SU22",2011
"1478",NA,NA,"SU22",2012
"1479",NA,NA,"SU22",2013
"1480",NA,NA,"SU23",1999
"1481",NA,NA,"SU23",2000
"1482",NA,NA,"SU23",2002
"1483",NA,NA,"SU23",2003
"1484",NA,NA,"SU23",2004
"1485",NA,NA,"SU23",2005
"1486",NA,NA,"SU23",2006
"1487",NA,NA,"SU23",2007
"1488",NA,NA,"SU23",2008
"1489",NA,NA,"SU23",2009
"1490",NA,NA,"SU23",2010
"1491",NA,NA,"SU23",2011
"1492",NA,NA,"SU23",2012
"1493",NA,NA,"SU23",2013
